learnerId,learnerCity,tutorId,tutorCity,score_mf,tutorName,tutorSubjects,tutorGrades
3p9IDe0ZGxUknTIMim6vwt5QX2h2,Aksum,eOQddar3QtZyhchS9WDKPAXZhis2,Mekelle,0.5474458336830139,alem,English,nan
3p9IDe0ZGxUknTIMim6vwt5QX2h2,Aksum,nll9dUGXHMYqJxqYoLQeJo2rpGL2,Adwa,0.5440617799758911,natnael,English;Mathematics;Physics;Chemistry,5-6;7-8;9-10;11-12
3p9IDe0ZGxUknTIMim6vwt5QX2h2,Aksum,Y1xiSEf7OsQabrNMK786vsstN702,Mekelle,0.5309942960739136,atsede,Mathematics;Physics;Chemistry,5–6;7–8;9–10;11-12
3p9IDe0ZGxUknTIMim6vwt5QX2h2,Aksum,H8qRTDIPyASubMbX088q4u5PTkJ2,Mekelle,0.49460455775260925,solomon,Mathematics;Physics;Chemistry;English,7-8;11-12;1-4;5-6;9-10
3p9IDe0ZGxUknTIMim6vwt5QX2h2,Aksum,v3njZn6muKYDNyM2HsyWgMrU8mi2,Mekelle,0.4557397961616516,abdelaziz,Biology;English;Mathematics,5-6;1-4;7-8;9-10;11-12
3p9IDe0ZGxUknTIMim6vwt5QX2h2,Aksum,321QGCtd7XRzGddayieKvaHdDm23,Aksum,0.44903117418289185,fisha,Mathematics;Physics;Biology,1-4;7-8;9-10;5-6
3p9IDe0ZGxUknTIMim6vwt5QX2h2,Aksum,DRzN2ih64uMGEuOjZprMovy5fW03,Mekelle,0.4107798635959625,frtuna,Mathematics;English;Amharic;Physics;Biology;Chemistry;Economics;Ethics;Physical Education;Geography;Civics;History;ICT;Art;Social Studies,KG;5–6;7–8;9–10;11–12
3p9IDe0ZGxUknTIMim6vwt5QX2h2,Aksum,DsrjfIvXpFQpDBqLNpFTvNByp0u2,Mekelle,0.40708768367767334,tsegazeab,Mathematics;English;Biology;History;ICT;Physics,1–4;KG;9-10;11-12;7-8;1-4
3p9IDe0ZGxUknTIMim6vwt5QX2h2,Aksum,0l2f2PHXtNRUMCFN9TX6TIywPhx1,Mekelle,0.4005698561668396,teddy,Mathematics;Physics;Chemistry;Biology,KG;7-8;9-10;1-4;11-12;5-6
3p9IDe0ZGxUknTIMim6vwt5QX2h2,Aksum,R15YifvlSQRs3vxkbBQIrxwfz1M2,Mekelle,0.3865635097026825,dawit,Mathematics;Physics;Chemistry;Biology,7-8;11-12;5-6;9-10
3p9IDe0ZGxUknTIMim6vwt5QX2h2,Aksum,4JIeujA4Dnhs4idBMx38ZtXFoQf1,Mekelle,0.35433003306388855,kebron,Mathematics;Chemistry;Physics;Biology;English;Social Studies;Economics,7–8;9–10;11–12
3p9IDe0ZGxUknTIMim6vwt5QX2h2,Aksum,k2kncfGm6FfoATWUjyeqbmCCBDm2,Adwa,0.35322049260139465,estifanos,Amharic;Biology;Social Studies,5-6;11-12
3p9IDe0ZGxUknTIMim6vwt5QX2h2,Aksum,PSYR1jp4fSTQPHzlhkpoPHVPbCm2,Mekelle,0.35077905654907227,selam,Mathematics;Physics;Chemistry;English;Biology;ICT;Economics,KG;1–4;5–6;7–8;9–10;11–12
3p9IDe0ZGxUknTIMim6vwt5QX2h2,Aksum,0W7NM9Ie82Ta9E6BWE569HKVAE42,Mekelle,0.35031336545944214,mehari,Mathematics;Physics;Civics;Biology;ICT;English,9-10;11-12
3p9IDe0ZGxUknTIMim6vwt5QX2h2,Aksum,2cPC4cc64pNHZ7sIOqBv7d6qup33,Adwa,0.34393417835235596,nahom,Mathematics;Chemistry;Biology;English;ICT,7-8;11-12;9-10
3p9IDe0ZGxUknTIMim6vwt5QX2h2,Aksum,YIeOeuPVRHTW01YOwKwSAxIVzGO2,Mekelle,0.34202784299850464,Hayat,Mathematics;Physics;Chemistry;History;Biology;English,5-6;7-8;11-12
3p9IDe0ZGxUknTIMim6vwt5QX2h2,Aksum,y5E27NmxoUQt1jMjpo2lFZSrwPn1,Mekelle,0.3278897702693939,Hiyab,Mathematics;Physics;Biology;ICT,7-8;9-10;11-12
3p9IDe0ZGxUknTIMim6vwt5QX2h2,Aksum,iknR9qbLh9ZVXW6DLCa24hv0hq23,Mekelle,0.30655187368392944,tirhas,Chemistry;Mathematics;English;Tigrigna,KG;1–4;5–6
4kI3CqHD3Pbi3d6tXZqArZ7T9403,Adwa,nll9dUGXHMYqJxqYoLQeJo2rpGL2,Adwa,2.2766470909118652,natnael,English;Mathematics;Physics;Chemistry,5-6;7-8;9-10;11-12
4kI3CqHD3Pbi3d6tXZqArZ7T9403,Adwa,0D1aw9Bp5LPNSdnvWGFYNi1PWZE3,Adwa,0.917392373085022,belay,Mathematics;Physics;Amharic;Tigrigna;Chemistry,KG;9-10;7-8;5-6;11-12;1-4
4kI3CqHD3Pbi3d6tXZqArZ7T9403,Adwa,v3njZn6muKYDNyM2HsyWgMrU8mi2,Mekelle,0.895653247833252,abdelaziz,Biology;English;Mathematics,5-6;1-4;7-8;9-10;11-12
4kI3CqHD3Pbi3d6tXZqArZ7T9403,Adwa,xFlzvKYWz2PrAN2Bd8fbiPcNdtI2,Aksum,0.8788803815841675,almaz,Mathematics;Physics;Chemistry;History,9-10;11-12;7-8
4kI3CqHD3Pbi3d6tXZqArZ7T9403,Adwa,2cPC4cc64pNHZ7sIOqBv7d6qup33,Adwa,0.8309121131896973,nahom,Mathematics;Chemistry;Biology;English;ICT,7-8;11-12;9-10
4kI3CqHD3Pbi3d6tXZqArZ7T9403,Adwa,DRzN2ih64uMGEuOjZprMovy5fW03,Mekelle,0.7994853258132935,frtuna,Mathematics;English;Amharic;Physics;Biology;Chemistry;Economics;Ethics;Physical Education;Geography;Civics;History;ICT;Art;Social Studies,KG;5–6;7–8;9–10;11–12
4kI3CqHD3Pbi3d6tXZqArZ7T9403,Adwa,4JIeujA4Dnhs4idBMx38ZtXFoQf1,Mekelle,0.7598263025283813,kebron,Mathematics;Chemistry;Physics;Biology;English;Social Studies;Economics,7–8;9–10;11–12
4kI3CqHD3Pbi3d6tXZqArZ7T9403,Adwa,0l2f2PHXtNRUMCFN9TX6TIywPhx1,Mekelle,0.7236440777778625,teddy,Mathematics;Physics;Chemistry;Biology,KG;7-8;9-10;1-4;11-12;5-6
4kI3CqHD3Pbi3d6tXZqArZ7T9403,Adwa,H8qRTDIPyASubMbX088q4u5PTkJ2,Mekelle,0.7194433212280273,solomon,Mathematics;Physics;Chemistry;English,7-8;11-12;1-4;5-6;9-10
4kI3CqHD3Pbi3d6tXZqArZ7T9403,Adwa,lWf0JlxAwYNMWCFCSjovpzAOtBZ2,Adwa,0.7148715853691101,jemal,Mathematics;Biology;Chemistry;Physics;ICT;Geography;History;Social Studies,7-8;9-10;11-12
4kI3CqHD3Pbi3d6tXZqArZ7T9403,Adwa,y5E27NmxoUQt1jMjpo2lFZSrwPn1,Mekelle,0.6449615359306335,Hiyab,Mathematics;Physics;Biology;ICT,7-8;9-10;11-12
4kI3CqHD3Pbi3d6tXZqArZ7T9403,Adwa,YIeOeuPVRHTW01YOwKwSAxIVzGO2,Mekelle,0.6405735015869141,Hayat,Mathematics;Physics;Chemistry;History;Biology;English,5-6;7-8;11-12
4kI3CqHD3Pbi3d6tXZqArZ7T9403,Adwa,FtYF3kPPyFeyVUpTPRigfsV0YDl2,Mekelle,0.6032100915908813,tsehay,Mathematics;English;Tigrigna;Chemistry;Amharic;Biology;Physics;History;Geography;ICT;Art;Physical Education;Ethics;Social Studies;Civics;Economics,KG;5-6;9-10;11-12;7-8;1-4
4kI3CqHD3Pbi3d6tXZqArZ7T9403,Adwa,PSYR1jp4fSTQPHzlhkpoPHVPbCm2,Mekelle,0.5974429845809937,selam,Mathematics;Physics;Chemistry;English;Biology;ICT;Economics,KG;1–4;5–6;7–8;9–10;11–12
4kI3CqHD3Pbi3d6tXZqArZ7T9403,Adwa,UAUK5c6yUiPDhemJ4nHJIV4MLuE3,Adwa,0.588519811630249,yonatan,English;Mathematics;Chemistry;Geography,KG;7-8;5-6
4kI3CqHD3Pbi3d6tXZqArZ7T9403,Adwa,iknR9qbLh9ZVXW6DLCa24hv0hq23,Mekelle,0.5718856453895569,tirhas,Chemistry;Mathematics;English;Tigrigna,KG;1–4;5–6
4kI3CqHD3Pbi3d6tXZqArZ7T9403,Adwa,Y1xiSEf7OsQabrNMK786vsstN702,Mekelle,0.521186113357544,atsede,Mathematics;Physics;Chemistry,5–6;7–8;9–10;11-12
4kI3CqHD3Pbi3d6tXZqArZ7T9403,Adwa,321QGCtd7XRzGddayieKvaHdDm23,Aksum,0.47194570302963257,fisha,Mathematics;Physics;Biology,1-4;7-8;9-10;5-6
4kI3CqHD3Pbi3d6tXZqArZ7T9403,Adwa,ECcTDZvf9vOkwuc4xcbqBVNSFot1,Adwa,0.4591662287712097,lemlem,Mathematics;English;Amharic;Physics;Tigrigna;Chemistry;Biology;Civics;History;Geography;Physical Education;ICT;Ethics;Art;Social Studies;Economics,KG;1-4;5-6;7-8;9-10;11-12
4kI3CqHD3Pbi3d6tXZqArZ7T9403,Adwa,DsrjfIvXpFQpDBqLNpFTvNByp0u2,Mekelle,0.4573913514614105,tsegazeab,Mathematics;English;Biology;History;ICT;Physics,1–4;KG;9-10;11-12;7-8;1-4
8NKD5ayXWuXyyw4194apizeT1SJ2,Mekelle,R15YifvlSQRs3vxkbBQIrxwfz1M2,Mekelle,1.25670325756073,dawit,Mathematics;Physics;Chemistry;Biology,7-8;11-12;5-6;9-10
8NKD5ayXWuXyyw4194apizeT1SJ2,Mekelle,v3njZn6muKYDNyM2HsyWgMrU8mi2,Mekelle,1.1090590953826904,abdelaziz,Biology;English;Mathematics,5-6;1-4;7-8;9-10;11-12
8NKD5ayXWuXyyw4194apizeT1SJ2,Mekelle,y5E27NmxoUQt1jMjpo2lFZSrwPn1,Mekelle,0.9035429954528809,Hiyab,Mathematics;Physics;Biology;ICT,7-8;9-10;11-12
8NKD5ayXWuXyyw4194apizeT1SJ2,Mekelle,FtYF3kPPyFeyVUpTPRigfsV0YDl2,Mekelle,0.8058337569236755,tsehay,Mathematics;English;Tigrigna;Chemistry;Amharic;Biology;Physics;History;Geography;ICT;Art;Physical Education;Ethics;Social Studies;Civics;Economics,KG;5-6;9-10;11-12;7-8;1-4
8NKD5ayXWuXyyw4194apizeT1SJ2,Mekelle,ECcTDZvf9vOkwuc4xcbqBVNSFot1,Adwa,0.661395251750946,lemlem,Mathematics;English;Amharic;Physics;Tigrigna;Chemistry;Biology;Civics;History;Geography;Physical Education;ICT;Ethics;Art;Social Studies;Economics,KG;1-4;5-6;7-8;9-10;11-12
8NKD5ayXWuXyyw4194apizeT1SJ2,Mekelle,0W7NM9Ie82Ta9E6BWE569HKVAE42,Mekelle,0.6553359031677246,mehari,Mathematics;Physics;Civics;Biology;ICT;English,9-10;11-12
8NKD5ayXWuXyyw4194apizeT1SJ2,Mekelle,PSYR1jp4fSTQPHzlhkpoPHVPbCm2,Mekelle,0.6146124601364136,selam,Mathematics;Physics;Chemistry;English;Biology;ICT;Economics,KG;1–4;5–6;7–8;9–10;11–12
8NKD5ayXWuXyyw4194apizeT1SJ2,Mekelle,2cPC4cc64pNHZ7sIOqBv7d6qup33,Adwa,0.5697047710418701,nahom,Mathematics;Chemistry;Biology;English;ICT,7-8;11-12;9-10
8NKD5ayXWuXyyw4194apizeT1SJ2,Mekelle,0D1aw9Bp5LPNSdnvWGFYNi1PWZE3,Adwa,0.5316435694694519,belay,Mathematics;Physics;Amharic;Tigrigna;Chemistry,KG;9-10;7-8;5-6;11-12;1-4
8NKD5ayXWuXyyw4194apizeT1SJ2,Mekelle,eOQddar3QtZyhchS9WDKPAXZhis2,Mekelle,0.5097434520721436,alem,English,nan
8NKD5ayXWuXyyw4194apizeT1SJ2,Mekelle,lMrF4YtWI8Q0wmWhNs4r2bKK9q53,Mekelle,0.4788581132888794,netsanet,Mathematics;English;Amharic;Physics;Tigrigna;Biology;Civics;Chemistry;Geography;History;Physical Education;ICT;Art;Ethics;Social Studies;Economics,1-4;KG;7-8;9-10;11-12;5-6
8NKD5ayXWuXyyw4194apizeT1SJ2,Mekelle,0l2f2PHXtNRUMCFN9TX6TIywPhx1,Mekelle,0.45764970779418945,teddy,Mathematics;Physics;Chemistry;Biology,KG;7-8;9-10;1-4;11-12;5-6
8NKD5ayXWuXyyw4194apizeT1SJ2,Mekelle,lWf0JlxAwYNMWCFCSjovpzAOtBZ2,Adwa,0.43805718421936035,jemal,Mathematics;Biology;Chemistry;Physics;ICT;Geography;History;Social Studies,7-8;9-10;11-12
8NKD5ayXWuXyyw4194apizeT1SJ2,Mekelle,H8qRTDIPyASubMbX088q4u5PTkJ2,Mekelle,0.4364071786403656,solomon,Mathematics;Physics;Chemistry;English,7-8;11-12;1-4;5-6;9-10
8NKD5ayXWuXyyw4194apizeT1SJ2,Mekelle,QJ8HvLQFoQaTr16OvNXZdZpnj7F3,Adwa,0.40652549266815186,etsub,Physics;Chemistry;Biology,9-10;11-12;5-6
8NKD5ayXWuXyyw4194apizeT1SJ2,Mekelle,iknR9qbLh9ZVXW6DLCa24hv0hq23,Mekelle,0.38860318064689636,tirhas,Chemistry;Mathematics;English;Tigrigna,KG;1–4;5–6
8NKD5ayXWuXyyw4194apizeT1SJ2,Mekelle,PjAMGPVThoTMSJa9VXigyJuNy5y2,Aksum,0.3844676911830902,meaza,Amharic;Chemistry;Mathematics;Physics,7-8;9-10;11-12
8NKD5ayXWuXyyw4194apizeT1SJ2,Mekelle,l6r6bVZXV8UiQd1Z6Y90tbxnh4m2,Aksum,0.36292558908462524,rahel,Mathematics;Physics;Biology,7-8;11-12;KG
8NKD5ayXWuXyyw4194apizeT1SJ2,Mekelle,nll9dUGXHMYqJxqYoLQeJo2rpGL2,Adwa,0.34789448976516724,natnael,English;Mathematics;Physics;Chemistry,5-6;7-8;9-10;11-12
8NKD5ayXWuXyyw4194apizeT1SJ2,Mekelle,exMEFoTNtJab9zbdtPUirylPR0S2,Mekelle,0.34483301639556885,seble,Mathematics;Chemistry;English;Biology;Physics,KG;1–4;5–6;7–8;9–10;11–12
8PRVS4wr6zOZA46ZXLEkB9Frand2,Mekelle,eOQddar3QtZyhchS9WDKPAXZhis2,Mekelle,2.328911304473877,alem,English,nan
8PRVS4wr6zOZA46ZXLEkB9Frand2,Mekelle,Y1xiSEf7OsQabrNMK786vsstN702,Mekelle,1.823057770729065,atsede,Mathematics;Physics;Chemistry,5–6;7–8;9–10;11-12
8PRVS4wr6zOZA46ZXLEkB9Frand2,Mekelle,0W7NM9Ie82Ta9E6BWE569HKVAE42,Mekelle,1.5957374572753906,mehari,Mathematics;Physics;Civics;Biology;ICT;English,9-10;11-12
8PRVS4wr6zOZA46ZXLEkB9Frand2,Mekelle,R15YifvlSQRs3vxkbBQIrxwfz1M2,Mekelle,1.3681880235671997,dawit,Mathematics;Physics;Chemistry;Biology,7-8;11-12;5-6;9-10
8PRVS4wr6zOZA46ZXLEkB9Frand2,Mekelle,exMEFoTNtJab9zbdtPUirylPR0S2,Mekelle,1.0115742683410645,seble,Mathematics;Chemistry;English;Biology;Physics,KG;1–4;5–6;7–8;9–10;11–12
8PRVS4wr6zOZA46ZXLEkB9Frand2,Mekelle,H8qRTDIPyASubMbX088q4u5PTkJ2,Mekelle,1.0103123188018799,solomon,Mathematics;Physics;Chemistry;English,7-8;11-12;1-4;5-6;9-10
8PRVS4wr6zOZA46ZXLEkB9Frand2,Mekelle,lMrF4YtWI8Q0wmWhNs4r2bKK9q53,Mekelle,0.9605923295021057,netsanet,Mathematics;English;Amharic;Physics;Tigrigna;Biology;Civics;Chemistry;Geography;History;Physical Education;ICT;Art;Ethics;Social Studies;Economics,1-4;KG;7-8;9-10;11-12;5-6
8PRVS4wr6zOZA46ZXLEkB9Frand2,Mekelle,0l2f2PHXtNRUMCFN9TX6TIywPhx1,Mekelle,0.9530296921730042,teddy,Mathematics;Physics;Chemistry;Biology,KG;7-8;9-10;1-4;11-12;5-6
8PRVS4wr6zOZA46ZXLEkB9Frand2,Mekelle,PSYR1jp4fSTQPHzlhkpoPHVPbCm2,Mekelle,0.9058636426925659,selam,Mathematics;Physics;Chemistry;English;Biology;ICT;Economics,KG;1–4;5–6;7–8;9–10;11–12
8PRVS4wr6zOZA46ZXLEkB9Frand2,Mekelle,DsrjfIvXpFQpDBqLNpFTvNByp0u2,Mekelle,0.8770707845687866,tsegazeab,Mathematics;English;Biology;History;ICT;Physics,1–4;KG;9-10;11-12;7-8;1-4
8PRVS4wr6zOZA46ZXLEkB9Frand2,Mekelle,iknR9qbLh9ZVXW6DLCa24hv0hq23,Mekelle,0.7840120792388916,tirhas,Chemistry;Mathematics;English;Tigrigna,KG;1–4;5–6
8PRVS4wr6zOZA46ZXLEkB9Frand2,Mekelle,DRzN2ih64uMGEuOjZprMovy5fW03,Mekelle,0.7488481402397156,frtuna,Mathematics;English;Amharic;Physics;Biology;Chemistry;Economics;Ethics;Physical Education;Geography;Civics;History;ICT;Art;Social Studies,KG;5–6;7–8;9–10;11–12
8PRVS4wr6zOZA46ZXLEkB9Frand2,Mekelle,321QGCtd7XRzGddayieKvaHdDm23,Aksum,0.7256302833557129,fisha,Mathematics;Physics;Biology,1-4;7-8;9-10;5-6
8PRVS4wr6zOZA46ZXLEkB9Frand2,Mekelle,UAUK5c6yUiPDhemJ4nHJIV4MLuE3,Adwa,0.6511512994766235,yonatan,English;Mathematics;Chemistry;Geography,KG;7-8;5-6
8PRVS4wr6zOZA46ZXLEkB9Frand2,Mekelle,QJ8HvLQFoQaTr16OvNXZdZpnj7F3,Adwa,0.6055132746696472,etsub,Physics;Chemistry;Biology,9-10;11-12;5-6
8PRVS4wr6zOZA46ZXLEkB9Frand2,Mekelle,4JIeujA4Dnhs4idBMx38ZtXFoQf1,Mekelle,0.5776355266571045,kebron,Mathematics;Chemistry;Physics;Biology;English;Social Studies;Economics,7–8;9–10;11–12
8PRVS4wr6zOZA46ZXLEkB9Frand2,Mekelle,xFlzvKYWz2PrAN2Bd8fbiPcNdtI2,Aksum,0.5585625171661377,almaz,Mathematics;Physics;Chemistry;History,9-10;11-12;7-8
8PRVS4wr6zOZA46ZXLEkB9Frand2,Mekelle,v3njZn6muKYDNyM2HsyWgMrU8mi2,Mekelle,0.5438787937164307,abdelaziz,Biology;English;Mathematics,5-6;1-4;7-8;9-10;11-12
8PRVS4wr6zOZA46ZXLEkB9Frand2,Mekelle,PjAMGPVThoTMSJa9VXigyJuNy5y2,Aksum,0.47540798783302307,meaza,Amharic;Chemistry;Mathematics;Physics,7-8;9-10;11-12
8PRVS4wr6zOZA46ZXLEkB9Frand2,Mekelle,lWf0JlxAwYNMWCFCSjovpzAOtBZ2,Adwa,0.4517746567726135,jemal,Mathematics;Biology;Chemistry;Physics;ICT;Geography;History;Social Studies,7-8;9-10;11-12
8aKU74yqLvNPXamu42yDsiCkZJX2,Adama,nll9dUGXHMYqJxqYoLQeJo2rpGL2,Adwa,0.4779983162879944,natnael,English;Mathematics;Physics;Chemistry,5-6;7-8;9-10;11-12
8aKU74yqLvNPXamu42yDsiCkZJX2,Adama,v3njZn6muKYDNyM2HsyWgMrU8mi2,Mekelle,0.47343000769615173,abdelaziz,Biology;English;Mathematics,5-6;1-4;7-8;9-10;11-12
8aKU74yqLvNPXamu42yDsiCkZJX2,Adama,xFlzvKYWz2PrAN2Bd8fbiPcNdtI2,Aksum,0.47246062755584717,almaz,Mathematics;Physics;Chemistry;History,9-10;11-12;7-8
8aKU74yqLvNPXamu42yDsiCkZJX2,Adama,y5E27NmxoUQt1jMjpo2lFZSrwPn1,Mekelle,0.4602164626121521,Hiyab,Mathematics;Physics;Biology;ICT,7-8;9-10;11-12
8aKU74yqLvNPXamu42yDsiCkZJX2,Adama,YIeOeuPVRHTW01YOwKwSAxIVzGO2,Mekelle,0.42891520261764526,Hayat,Mathematics;Physics;Chemistry;History;Biology;English,5-6;7-8;11-12
8aKU74yqLvNPXamu42yDsiCkZJX2,Adama,UAUK5c6yUiPDhemJ4nHJIV4MLuE3,Adwa,0.426535427570343,yonatan,English;Mathematics;Chemistry;Geography,KG;7-8;5-6
8aKU74yqLvNPXamu42yDsiCkZJX2,Adama,FtYF3kPPyFeyVUpTPRigfsV0YDl2,Mekelle,0.42278555035591125,tsehay,Mathematics;English;Tigrigna;Chemistry;Amharic;Biology;Physics;History;Geography;ICT;Art;Physical Education;Ethics;Social Studies;Civics;Economics,KG;5-6;9-10;11-12;7-8;1-4
8aKU74yqLvNPXamu42yDsiCkZJX2,Adama,iknR9qbLh9ZVXW6DLCa24hv0hq23,Mekelle,0.41818737983703613,tirhas,Chemistry;Mathematics;English;Tigrigna,KG;1–4;5–6
8aKU74yqLvNPXamu42yDsiCkZJX2,Adama,H8qRTDIPyASubMbX088q4u5PTkJ2,Mekelle,0.4038408398628235,solomon,Mathematics;Physics;Chemistry;English,7-8;11-12;1-4;5-6;9-10
8aKU74yqLvNPXamu42yDsiCkZJX2,Adama,2cPC4cc64pNHZ7sIOqBv7d6qup33,Adwa,0.4015573561191559,nahom,Mathematics;Chemistry;Biology;English;ICT,7-8;11-12;9-10
8aKU74yqLvNPXamu42yDsiCkZJX2,Adama,lMrF4YtWI8Q0wmWhNs4r2bKK9q53,Mekelle,0.39466607570648193,netsanet,Mathematics;English;Amharic;Physics;Tigrigna;Biology;Civics;Chemistry;Geography;History;Physical Education;ICT;Art;Ethics;Social Studies;Economics,1-4;KG;7-8;9-10;11-12;5-6
8aKU74yqLvNPXamu42yDsiCkZJX2,Adama,PSYR1jp4fSTQPHzlhkpoPHVPbCm2,Mekelle,0.3781622052192688,selam,Mathematics;Physics;Chemistry;English;Biology;ICT;Economics,KG;1–4;5–6;7–8;9–10;11–12
8aKU74yqLvNPXamu42yDsiCkZJX2,Adama,DsrjfIvXpFQpDBqLNpFTvNByp0u2,Mekelle,0.37274736166000366,tsegazeab,Mathematics;English;Biology;History;ICT;Physics,1–4;KG;9-10;11-12;7-8;1-4
8aKU74yqLvNPXamu42yDsiCkZJX2,Adama,DRzN2ih64uMGEuOjZprMovy5fW03,Mekelle,0.33310338854789734,frtuna,Mathematics;English;Amharic;Physics;Biology;Chemistry;Economics;Ethics;Physical Education;Geography;Civics;History;ICT;Art;Social Studies,KG;5–6;7–8;9–10;11–12
8aKU74yqLvNPXamu42yDsiCkZJX2,Adama,l6r6bVZXV8UiQd1Z6Y90tbxnh4m2,Aksum,0.32722973823547363,rahel,Mathematics;Physics;Biology,7-8;11-12;KG
