learnerId,tutorId,viewCount,messageCount,requestCount,rating,lastInteractionAt,interaction_score
8NKD5ayXWuXyyw4194apizeT1SJ2,0l2f2PHXtNRUMCFN9TX6TIywPhx1,3,0,0,,2025-03-08,0.07143414259432383
8NKD5ayXWuXyyw4194apizeT1SJ2,H8qRTDIPyASubMbX088q4u5PTkJ2,1,1,0,,2025-01-24,0.0443005975143222
8NKD5ayXWuXyyw4194apizeT1SJ2,iknR9qbLh9ZVXW6DLCa24hv0hq23,1,0,0,,2025-04-10,0.034357843068137425
8NKD5ayXWuXyyw4194apizeT1SJ2,4JIeujA4Dnhs4idBMx38ZtXFoQf1,5,1,0,,2025-04-16,0.2570850943126133
8NKD5ayXWuXyyw4194apizeT1SJ2,v3njZn6muKYDNyM2HsyWgMrU8mi2,1,4,0,,2025-07-04,0.7951250059046853
8NKD5ayXWuXyyw4194apizeT1SJ2,YIeOeuPVRHTW01YOwKwSAxIVzGO2,4,0,0,,2025-05-11,0.1939439357288101
8NKD5ayXWuXyyw4194apizeT1SJ2,exMEFoTNtJab9zbdtPUirylPR0S2,5,4,0,,2025-01-04,0.1537169634055517
8PRVS4wr6zOZA46ZXLEkB9Frand2,PSYR1jp4fSTQPHzlhkpoPHVPbCm2,2,4,0,,2025-07-02,0.864056046954706
8PRVS4wr6zOZA46ZXLEkB9Frand2,H8qRTDIPyASubMbX088q4u5PTkJ2,2,0,0,,2025-04-04,0.0642840043617254
8PRVS4wr6zOZA46ZXLEkB9Frand2,DsrjfIvXpFQpDBqLNpFTvNByp0u2,1,0,0,,2025-12-04,0.48360805024100295
8PRVS4wr6zOZA46ZXLEkB9Frand2,Y1xiSEf7OsQabrNMK786vsstN702,4,5,2,3.0,2025-10-06,6.97965822899243
8PRVS4wr6zOZA46ZXLEkB9Frand2,exMEFoTNtJab9zbdtPUirylPR0S2,1,1,0,,2025-06-18,0.22187391630956904
8PRVS4wr6zOZA46ZXLEkB9Frand2,0W7NM9Ie82Ta9E6BWE569HKVAE42,5,2,0,,2025-10-14,2.469652362423119
8PRVS4wr6zOZA46ZXLEkB9Frand2,eOQddar3QtZyhchS9WDKPAXZhis2,2,4,2,4.0,2025-11-09,8.938116106418432
8PRVS4wr6zOZA46ZXLEkB9Frand2,FtYF3kPPyFeyVUpTPRigfsV0YDl2,5,0,0,,2025-01-01,0.05718366227809728
8PRVS4wr6zOZA46ZXLEkB9Frand2,0l2f2PHXtNRUMCFN9TX6TIywPhx1,3,0,0,,2025-09-27,0.681524021298016
8aKU74yqLvNPXamu42yDsiCkZJX2,0l2f2PHXtNRUMCFN9TX6TIywPhx1,4,0,0,,2025-05-15,0.20275808535630432
Dk4QUd3IXpPavJZ4p4exrH82kst1,QJ8HvLQFoQaTr16OvNXZdZpnj7F3,4,0,0,,2025-02-15,0.07542393626754522
Dk4QUd3IXpPavJZ4p4exrH82kst1,nll9dUGXHMYqJxqYoLQeJo2rpGL2,4,3,0,,2025-08-17,1.4405045987275464
Dk4QUd3IXpPavJZ4p4exrH82kst1,0D1aw9Bp5LPNSdnvWGFYNi1PWZE3,1,0,0,,2025-01-25,0.014931857045579859
Dk4QUd3IXpPavJZ4p4exrH82kst1,k2kncfGm6FfoATWUjyeqbmCCBDm2,1,2,0,,2025-01-02,0.057822579269041496
Dk4QUd3IXpPavJZ4p4exrH82kst1,lWf0JlxAwYNMWCFCSjovpzAOtBZ2,3,0,0,,2025-04-25,0.12176698701644369
Dk4QUd3IXpPavJZ4p4exrH82kst1,ECcTDZvf9vOkwuc4xcbqBVNSFot1,2,0,0,,2025-03-15,0.05147460670170076
Dk4QUd3IXpPavJZ4p4exrH82kst1,UAUK5c6yUiPDhemJ4nHJIV4MLuE3,3,3,0,,2025-07-07,0.822075858237306
Dk4QUd3IXpPavJZ4p4exrH82kst1,321QGCtd7XRzGddayieKvaHdDm23,5,2,0,,2025-06-17,0.6582668877255464
Ed0o9ZhgnBayPZEtwT87RnuEfVc2,lMrF4YtWI8Q0wmWhNs4r2bKK9q53,1,1,3,,2025-01-03,0.2455682666785384
Ed0o9ZhgnBayPZEtwT87RnuEfVc2,PSYR1jp4fSTQPHzlhkpoPHVPbCm2,3,0,0,,2025-03-19,0.08072095159937955
Ed0o9ZhgnBayPZEtwT87RnuEfVc2,H8qRTDIPyASubMbX088q4u5PTkJ2,2,2,0,,2025-03-19,0.1614419031987591
Ed0o9ZhgnBayPZEtwT87RnuEfVc2,4JIeujA4Dnhs4idBMx38ZtXFoQf1,2,0,0,,2025-03-25,0.05752385454513833
Ed0o9ZhgnBayPZEtwT87RnuEfVc2,R15YifvlSQRs3vxkbBQIrxwfz1M2,4,4,2,5.0,2025-01-17,0.36887025303844956
Ed0o9ZhgnBayPZEtwT87RnuEfVc2,y5E27NmxoUQt1jMjpo2lFZSrwPn1,5,3,3,,2025-02-22,0.59105195768631
Ed0o9ZhgnBayPZEtwT87RnuEfVc2,v3njZn6muKYDNyM2HsyWgMrU8mi2,2,0,0,,2025-04-10,0.06871568613627485
Ed0o9ZhgnBayPZEtwT87RnuEfVc2,iknR9qbLh9ZVXW6DLCa24hv0hq23,1,4,2,,2025-07-16,2.1199134389438816
FoYjiFalbmSUknqEJnMODusQlEh1,DsrjfIvXpFQpDBqLNpFTvNByp0u2,2,2,0,,2025-01-07,0.07335102338268219
FoYjiFalbmSUknqEJnMODusQlEh1,H8qRTDIPyASubMbX088q4u5PTkJ2,5,5,3,,2025-06-18,2.440613079405259
FoYjiFalbmSUknqEJnMODusQlEh1,Y1xiSEf7OsQabrNMK786vsstN702,5,3,1,,2025-09-22,3.653266573660888
FoYjiFalbmSUknqEJnMODusQlEh1,eOQddar3QtZyhchS9WDKPAXZhis2,5,0,0,,2025-07-13,0.48819390708921434
FoYjiFalbmSUknqEJnMODusQlEh1,FtYF3kPPyFeyVUpTPRigfsV0YDl2,2,0,0,,2025-07-07,0.18268352405273466
FoYjiFalbmSUknqEJnMODusQlEh1,4JIeujA4Dnhs4idBMx38ZtXFoQf1,2,2,0,,2025-07-20,0.6332162633732706
FoYjiFalbmSUknqEJnMODusQlEh1,y5E27NmxoUQt1jMjpo2lFZSrwPn1,1,5,0,,2025-04-07,0.3655460489267025
GwyE5cIjvsV6gx6fObjjgNhIDZk2,exMEFoTNtJab9zbdtPUirylPR0S2,3,3,0,,2025-11-04,3.118682790388987
GwyE5cIjvsV6gx6fObjjgNhIDZk2,PSYR1jp4fSTQPHzlhkpoPHVPbCm2,2,0,0,,2025-08-12,0.2725317930340126
GwyE5cIjvsV6gx6fObjjgNhIDZk2,0l2f2PHXtNRUMCFN9TX6TIywPhx1,1,2,0,,2025-01-17,0.0683093061182314
GwyE5cIjvsV6gx6fObjjgNhIDZk2,FtYF3kPPyFeyVUpTPRigfsV0YDl2,1,0,0,,2025-10-25,0.31007999750137927
GwyE5cIjvsV6gx6fObjjgNhIDZk2,y5E27NmxoUQt1jMjpo2lFZSrwPn1,2,1,0,,2025-07-11,0.38197184587269895
GwyE5cIjvsV6gx6fObjjgNhIDZk2,DRzN2ih64uMGEuOjZprMovy5fW03,3,4,3,5.0,2025-07-28,3.6910909160794056
GwyE5cIjvsV6gx6fObjjgNhIDZk2,YIeOeuPVRHTW01YOwKwSAxIVzGO2,1,2,2,4.0,2025-05-04,0.8702408856486699
GwyE5cIjvsV6gx6fObjjgNhIDZk2,iknR9qbLh9ZVXW6DLCa24hv0hq23,2,0,0,,2025-06-10,0.1353352832366127
GwyE5cIjvsV6gx6fObjjgNhIDZk2,DsrjfIvXpFQpDBqLNpFTvNByp0u2,3,5,1,,2025-02-18,0.3704070859576276
H7GjQ2jzsLUdzLeq8XavGDvPzVF2,0W7NM9Ie82Ta9E6BWE569HKVAE42,4,0,0,,2025-02-05,0.06749230360110073
H7GjQ2jzsLUdzLeq8XavGDvPzVF2,DRzN2ih64uMGEuOjZprMovy5fW03,5,0,0,,2025-05-24,0.2801029241756091
H7GjQ2jzsLUdzLeq8XavGDvPzVF2,R15YifvlSQRs3vxkbBQIrxwfz1M2,1,2,0,,2025-07-16,0.5047412949866384
H7GjQ2jzsLUdzLeq8XavGDvPzVF2,eOQddar3QtZyhchS9WDKPAXZhis2,4,3,0,,2025-09-22,2.1489803374475813
H7GjQ2jzsLUdzLeq8XavGDvPzVF2,v3njZn6muKYDNyM2HsyWgMrU8mi2,4,0,0,,2025-10-14,1.097623272188053
H7GjQ2jzsLUdzLeq8XavGDvPzVF2,YIeOeuPVRHTW01YOwKwSAxIVzGO2,5,0,0,,2025-09-18,1.0277807262679686
H7GjQ2jzsLUdzLeq8XavGDvPzVF2,DsrjfIvXpFQpDBqLNpFTvNByp0u2,4,1,0,,2025-11-18,2.4290522909501293
H7GjQ2jzsLUdzLeq8XavGDvPzVF2,lMrF4YtWI8Q0wmWhNs4r2bKK9q53,4,0,0,,2025-07-21,0.4268608214852691
H7GjQ2jzsLUdzLeq8XavGDvPzVF2,4JIeujA4Dnhs4idBMx38ZtXFoQf1,1,4,0,,2025-02-02,0.14687919607860966
MJDW6XaXCzUa8XWXLaa7YNpIoOj2,H8qRTDIPyASubMbX088q4u5PTkJ2,1,0,0,,2025-02-20,0.019933183911862468
MJDW6XaXCzUa8XWXLaa7YNpIoOj2,0W7NM9Ie82Ta9E6BWE569HKVAE42,5,4,0,,2025-08-28,2.1161109673954748
MJDW6XaXCzUa8XWXLaa7YNpIoOj2,eOQddar3QtZyhchS9WDKPAXZhis2,3,5,2,,2025-07-20,2.638401097388628
MJDW6XaXCzUa8XWXLaa7YNpIoOj2,DRzN2ih64uMGEuOjZprMovy5fW03,1,1,0,,2025-01-25,0.04479557113673958
MJDW6XaXCzUa8XWXLaa7YNpIoOj2,0l2f2PHXtNRUMCFN9TX6TIywPhx1,3,0,0,,2024-12-26,0.032097429294509414
MJDW6XaXCzUa8XWXLaa7YNpIoOj2,v3njZn6muKYDNyM2HsyWgMrU8mi2,1,1,1,3.0,2025-09-21,2.295253736608072
MJDW6XaXCzUa8XWXLaa7YNpIoOj2,iknR9qbLh9ZVXW6DLCa24hv0hq23,4,1,1,,2025-06-06,0.776712526982811
MJDW6XaXCzUa8XWXLaa7YNpIoOj2,y5E27NmxoUQt1jMjpo2lFZSrwPn1,5,2,0,,2024-12-25,0.09522829558841771
N06PgYSUkpPgQUGvFj893yL1r6u1,H8qRTDIPyASubMbX088q4u5PTkJ2,3,0,0,,2025-03-06,0.06986422533357511
N06PgYSUkpPgQUGvFj893yL1r6u1,y5E27NmxoUQt1jMjpo2lFZSrwPn1,4,1,0,,2025-01-23,0.08762218631548462
N06PgYSUkpPgQUGvFj893yL1r6u1,exMEFoTNtJab9zbdtPUirylPR0S2,3,2,0,,2024-12-16,0.06701809730325813
N06PgYSUkpPgQUGvFj893yL1r6u1,Y1xiSEf7OsQabrNMK786vsstN702,2,2,1,3.0,2025-09-02,2.3746611293713453
N06PgYSUkpPgQUGvFj893yL1r6u1,DsrjfIvXpFQpDBqLNpFTvNByp0u2,5,4,0,,2025-08-05,1.6388985479945206
N06PgYSUkpPgQUGvFj893yL1r6u1,0W7NM9Ie82Ta9E6BWE569HKVAE42,1,0,0,,2025-02-04,0.01668663498016304
OI0mn997cWhLXtMGnApMVhVhRYK2,R15YifvlSQRs3vxkbBQIrxwfz1M2,1,3,0,,2025-06-03,0.43822850256723944
OI0mn997cWhLXtMGnApMVhVhRYK2,0W7NM9Ie82Ta9E6BWE569HKVAE42,5,5,0,,2025-05-05,0.6803846496705939
OI0mn997cWhLXtMGnApMVhVhRYK2,H8qRTDIPyASubMbX088q4u5PTkJ2,2,5,0,,2025-01-18,0.16577407366289093
OI0mn997cWhLXtMGnApMVhVhRYK2,iknR9qbLh9ZVXW6DLCa24hv0hq23,2,0,0,,2025-04-27,0.08300213995820836
OI0mn997cWhLXtMGnApMVhVhRYK2,y5E27NmxoUQt1jMjpo2lFZSrwPn1,2,2,3,,2025-01-01,0.2744815789348669
PSFvpiUPJrQeTAzWmECBvSTzwSv1,321QGCtd7XRzGddayieKvaHdDm23,2,0,0,,2025-07-03,0.1747420409170602
PSFvpiUPJrQeTAzWmECBvSTzwSv1,6ZhMaFEz2JR9djnjIWdVgPRibWl2,3,0,0,,2025-03-19,0.08072095159937955
PSFvpiUPJrQeTAzWmECBvSTzwSv1,l6r6bVZXV8UiQd1Z6Y90tbxnh4m2,2,1,0,,2025-06-29,0.334291568133371
PSFvpiUPJrQeTAzWmECBvSTzwSv1,XyrOyVhu7pdsPk1WS7gubK89bjH2,1,0,0,,2025-10-15,0.2774717731219357
PSFvpiUPJrQeTAzWmECBvSTzwSv1,PjAMGPVThoTMSJa9VXigyJuNy5y2,1,5,0,,2025-04-07,0.3655460489267025
QhXO9vqDifgU6s6qnYXbAW3QmAZ2,Y1xiSEf7OsQabrNMK786vsstN702,1,0,0,,2025-11-10,0.37040911034085894
QhXO9vqDifgU6s6qnYXbAW3QmAZ2,eOQddar3QtZyhchS9WDKPAXZhis2,3,4,0,,2025-10-10,2.8872475625294927
QhXO9vqDifgU6s6qnYXbAW3QmAZ2,PSYR1jp4fSTQPHzlhkpoPHVPbCm2,1,0,0,,2025-04-14,0.035919300344656645
QhXO9vqDifgU6s6qnYXbAW3QmAZ2,DsrjfIvXpFQpDBqLNpFTvNByp0u2,3,0,0,,2025-07-31,0.3577688307814536
QhXO9vqDifgU6s6qnYXbAW3QmAZ2,0W7NM9Ie82Ta9E6BWE569HKVAE42,1,0,0,,2025-10-30,0.3277941684538928
QhXO9vqDifgU6s6qnYXbAW3QmAZ2,FtYF3kPPyFeyVUpTPRigfsV0YDl2,5,0,0,,2024-12-10,0.04478278439337616
QhXO9vqDifgU6s6qnYXbAW3QmAZ2,H8qRTDIPyASubMbX088q4u5PTkJ2,1,0,0,,2025-05-23,0.055401579181166935
QhXO9vqDifgU6s6qnYXbAW3QmAZ2,4JIeujA4Dnhs4idBMx38ZtXFoQf1,2,0,0,,2025-10-26,0.6270890852730561
QhXO9vqDifgU6s6qnYXbAW3QmAZ2,0l2f2PHXtNRUMCFN9TX6TIywPhx1,3,0,0,,2025-06-13,0.2098837320364641
QtV8VOFU1sNay7hsRZhR8dXgqO42,exMEFoTNtJab9zbdtPUirylPR0S2,5,4,0,,2025-01-07,0.15892721732914475
QtV8VOFU1sNay7hsRZhR8dXgqO42,DsrjfIvXpFQpDBqLNpFTvNByp0u2,2,0,0,,2025-11-05,0.7007840105925328
QtV8VOFU1sNay7hsRZhR8dXgqO42,R15YifvlSQRs3vxkbBQIrxwfz1M2,1,2,0,,2025-10-08,1.2835427975814802
QtV8VOFU1sNay7hsRZhR8dXgqO42,v3njZn6muKYDNyM2HsyWgMrU8mi2,3,4,0,,2025-11-23,4.707667378767459
QtV8VOFU1sNay7hsRZhR8dXgqO42,H8qRTDIPyASubMbX088q4u5PTkJ2,5,1,0,,2025-07-17,0.7145331258586286
QtV8VOFU1sNay7hsRZhR8dXgqO42,4JIeujA4Dnhs4idBMx38ZtXFoQf1,5,1,0,,2025-02-27,0.15081799867087456
QtV8VOFU1sNay7hsRZhR8dXgqO42,YIeOeuPVRHTW01YOwKwSAxIVzGO2,5,0,0,,2025-05-31,0.30275833098082433
QtV8VOFU1sNay7hsRZhR8dXgqO42,y5E27NmxoUQt1jMjpo2lFZSrwPn1,2,0,0,,2025-10-03,0.4856717852477124
QtV8VOFU1sNay7hsRZhR8dXgqO42,iknR9qbLh9ZVXW6DLCa24hv0hq23,4,3,3,,2025-01-28,0.43226327298303097
S6akV3AB2yYkQTkeyrgXc0s3iFA3,nll9dUGXHMYqJxqYoLQeJo2rpGL2,3,0,0,,2024-12-26,0.032097429294509414
S6akV3AB2yYkQTkeyrgXc0s3iFA3,ECcTDZvf9vOkwuc4xcbqBVNSFot1,4,0,0,,2025-08-15,0.5635385781899167
VcGJHZR5zHPmR3O9KGrDQxqnxKv2,y5E27NmxoUQt1jMjpo2lFZSrwPn1,2,0,0,,2025-03-31,0.06148949763661485
VcGJHZR5zHPmR3O9KGrDQxqnxKv2,2cPC4cc64pNHZ7sIOqBv7d6qup33,5,5,3,,2025-06-25,2.6380158103149496
VcGJHZR5zHPmR3O9KGrDQxqnxKv2,lWf0JlxAwYNMWCFCSjovpzAOtBZ2,3,0,0,,2025-07-07,0.274025286079102
XDoeMAJsNTU47SLjkcQD2zWAyG23,ECcTDZvf9vOkwuc4xcbqBVNSFot1,5,1,0,,2025-05-31,0.42386166337315406
XDoeMAJsNTU47SLjkcQD2zWAyG23,0D1aw9Bp5LPNSdnvWGFYNi1PWZE3,3,4,2,3.0,2025-02-04,0.4138285475080434
XDoeMAJsNTU47SLjkcQD2zWAyG23,k2kncfGm6FfoATWUjyeqbmCCBDm2,1,3,0,,2025-07-19,0.7305893818652787
XDoeMAJsNTU47SLjkcQD2zWAyG23,lWf0JlxAwYNMWCFCSjovpzAOtBZ2,1,0,0,,2025-05-14,0.050129421861401874
a1NsNfyD18eKSLE2tNAW8OClVt83,DsrjfIvXpFQpDBqLNpFTvNByp0u2,5,0,0,,2025-11-14,1.9362152708982097
a1NsNfyD18eKSLE2tNAW8OClVt83,Y1xiSEf7OsQabrNMK786vsstN702,3,3,0,,2025-03-21,0.24760449025383255
a1NsNfyD18eKSLE2tNAW8OClVt83,FtYF3kPPyFeyVUpTPRigfsV0YDl2,5,0,0,,2025-03-19,0.13453491933229925
a1NsNfyD18eKSLE2tNAW8OClVt83,exMEFoTNtJab9zbdtPUirylPR0S2,5,5,1,4.0,2025-09-24,5.141611848864524
a1NsNfyD18eKSLE2tNAW8OClVt83,PSYR1jp4fSTQPHzlhkpoPHVPbCm2,1,2,0,,2025-02-08,0.08722495361619079
a1NsNfyD18eKSLE2tNAW8OClVt83,0W7NM9Ie82Ta9E6BWE569HKVAE42,4,1,0,,2025-09-27,1.363048042596032
a1NsNfyD18eKSLE2tNAW8OClVt83,DRzN2ih64uMGEuOjZprMovy5fW03,5,2,0,,2025-05-03,0.3992590496791577
a1NsNfyD18eKSLE2tNAW8OClVt83,0l2f2PHXtNRUMCFN9TX6TIywPhx1,4,0,0,,2025-09-30,0.9394991404828531
a1NsNfyD18eKSLE2tNAW8OClVt83,YIeOeuPVRHTW01YOwKwSAxIVzGO2,2,0,0,,2025-06-30,0.1690133154060661
a1NsNfyD18eKSLE2tNAW8OClVt83,v3njZn6muKYDNyM2HsyWgMrU8mi2,1,3,3,3.0,2025-05-20,1.4360860232809103
d3xrXhfwrUNfrV59Z90p8fAavW83,lWf0JlxAwYNMWCFCSjovpzAOtBZ2,1,0,0,,2025-02-11,0.01803629066404556
d3xrXhfwrUNfrV59Z90p8fAavW83,ECcTDZvf9vOkwuc4xcbqBVNSFot1,5,0,0,,2025-09-13,0.9722389099730573
d3xrXhfwrUNfrV59Z90p8fAavW83,UAUK5c6yUiPDhemJ4nHJIV4MLuE3,3,0,0,,2024-12-08,0.026279152458160975
d3xrXhfwrUNfrV59Z90p8fAavW83,0D1aw9Bp5LPNSdnvWGFYNi1PWZE3,5,0,0,,2025-02-17,0.09639848206711138
d3xrXhfwrUNfrV59Z90p8fAavW83,2cPC4cc64pNHZ7sIOqBv7d6qup33,1,0,0,,2025-07-01,0.08545085640076241
d3xrXhfwrUNfrV59Z90p8fAavW83,nll9dUGXHMYqJxqYoLQeJo2rpGL2,2,1,2,,2025-01-16,0.2161744476096725
d3xrXhfwrUNfrV59Z90p8fAavW83,k2kncfGm6FfoATWUjyeqbmCCBDm2,5,3,0,,2025-01-29,0.17171509938676996
d3xrXhfwrUNfrV59Z90p8fAavW83,QJ8HvLQFoQaTr16OvNXZdZpnj7F3,4,2,0,,2025-04-20,0.30716435831587213
d3xrXhfwrUNfrV59Z90p8fAavW83,0W7NM9Ie82Ta9E6BWE569HKVAE42,1,3,0,,2025-03-24,0.1991088342113553
dSGTeIxN5IXaV48Zn3tA2eOKOby2,XyrOyVhu7pdsPk1WS7gubK89bjH2,3,1,0,,2025-01-30,0.0789244018183804
dSGTeIxN5IXaV48Zn3tA2eOKOby2,R15YifvlSQRs3vxkbBQIrxwfz1M2,2,2,0,,2025-03-18,0.15965803301676454
dSGTeIxN5IXaV48Zn3tA2eOKOby2,k2kncfGm6FfoATWUjyeqbmCCBDm2,5,0,0,,2025-08-27,0.8048956788441898
dSGTeIxN5IXaV48Zn3tA2eOKOby2,lWf0JlxAwYNMWCFCSjovpzAOtBZ2,1,0,0,,2024-12-15,0.009468224773970729
dSGTeIxN5IXaV48Zn3tA2eOKOby2,0D1aw9Bp5LPNSdnvWGFYNi1PWZE3,3,2,0,,2025-11-12,2.6511279493893825
dVRKsBeCsYhPv2tMAoiP8W2PtmB2,lWf0JlxAwYNMWCFCSjovpzAOtBZ2,2,0,0,,2025-10-01,0.4749981144926917
dVRKsBeCsYhPv2tMAoiP8W2PtmB2,0D1aw9Bp5LPNSdnvWGFYNi1PWZE3,3,1,0,,2025-05-27,0.28959704458602553
dVRKsBeCsYhPv2tMAoiP8W2PtmB2,2cPC4cc64pNHZ7sIOqBv7d6qup33,2,0,0,,2025-07-24,0.22066465874200492
dVRKsBeCsYhPv2tMAoiP8W2PtmB2,nll9dUGXHMYqJxqYoLQeJo2rpGL2,5,0,0,,2025-09-10,0.9403651272410164
dVRKsBeCsYhPv2tMAoiP8W2PtmB2,QJ8HvLQFoQaTr16OvNXZdZpnj7F3,5,4,0,,2025-05-03,0.5767075162032278
dVRKsBeCsYhPv2tMAoiP8W2PtmB2,ECcTDZvf9vOkwuc4xcbqBVNSFot1,4,0,0,,2025-09-25,0.8887281079695223
dVRKsBeCsYhPv2tMAoiP8W2PtmB2,Y1xiSEf7OsQabrNMK786vsstN702,4,0,0,,2025-11-27,1.7896786336287396
dVRKsBeCsYhPv2tMAoiP8W2PtmB2,0l2f2PHXtNRUMCFN9TX6TIywPhx1,4,0,0,,2025-10-15,1.1098870924877429
g664koL813TXW9lMsT1t0o00ndt2,6ZhMaFEz2JR9djnjIWdVgPRibWl2,4,2,0,,2025-04-14,0.28735440275725316
g664koL813TXW9lMsT1t0o00ndt2,YIeOeuPVRHTW01YOwKwSAxIVzGO2,1,1,3,4.0,2025-02-21,0.47164803066673733
g664koL813TXW9lMsT1t0o00ndt2,xFlzvKYWz2PrAN2Bd8fbiPcNdtI2,5,0,0,,2025-11-26,2.2123792267976965
g664koL813TXW9lMsT1t0o00ndt2,0W7NM9Ie82Ta9E6BWE569HKVAE42,5,2,0,,2025-12-05,4.401102926180703
g664koL813TXW9lMsT1t0o00ndt2,eOQddar3QtZyhchS9WDKPAXZhis2,1,0,0,,2025-07-02,0.0864056046954706
gyh2H0YwTHMAjsA1MSskRDQEFws2,eOQddar3QtZyhchS9WDKPAXZhis2,3,0,0,,2025-11-10,1.1112273310225769
gyh2H0YwTHMAjsA1MSskRDQEFws2,YIeOeuPVRHTW01YOwKwSAxIVzGO2,1,1,0,,2025-09-09,0.5579846751980593
gyh2H0YwTHMAjsA1MSskRDQEFws2,iknR9qbLh9ZVXW6DLCa24hv0hq23,4,0,0,,2025-07-25,0.44626032029685964
gyh2H0YwTHMAjsA1MSskRDQEFws2,DRzN2ih64uMGEuOjZprMovy5fW03,3,1,0,,2025-11-08,1.811342910450161
gyh2H0YwTHMAjsA1MSskRDQEFws2,DsrjfIvXpFQpDBqLNpFTvNByp0u2,5,0,0,,2025-04-20,0.19197772394742008
gyh2H0YwTHMAjsA1MSskRDQEFws2,0W7NM9Ie82Ta9E6BWE569HKVAE42,5,5,0,,2024-12-13,0.13890210586153062
gyh2H0YwTHMAjsA1MSskRDQEFws2,PSYR1jp4fSTQPHzlhkpoPHVPbCm2,1,0,0,,2025-11-03,0.3426913955154938
hWM8fGVR0dXoO6IPzCYwiy6SIkG3,iknR9qbLh9ZVXW6DLCa24hv0hq23,4,0,0,,2025-02-18,0.07798043914897423
hWM8fGVR0dXoO6IPzCYwiy6SIkG3,H8qRTDIPyASubMbX088q4u5PTkJ2,3,0,0,,2025-01-27,0.045802171295789305
hWM8fGVR0dXoO6IPzCYwiy6SIkG3,4JIeujA4Dnhs4idBMx38ZtXFoQf1,4,3,0,,2025-04-09,0.33978202277533986
hWM8fGVR0dXoO6IPzCYwiy6SIkG3,0l2f2PHXtNRUMCFN9TX6TIywPhx1,3,4,0,,2025-03-02,0.2450328443446933
